OBJECTID,RECORRIDO,CODIGO,NOMBRE,SISTEMA,TIPO,EMPRESA,SHAPELEN
229,Origen-Destino,113,Ávila - Cataluña,6A,Directa Centro,Flota la Milagrosa,8437.38264473872
242,Origen-Destino,031 P-C,Popular Centro,6C,Directa Centro,Expreso Campo Valdés,10462.739760082
243,Origen-Destino,031 P-F,Popular Ferrocarril,6C,Directa Centro,Expreso Campo Valdés,9575.03546105989
252,Origen-Destino,080 V-M,Villa Hermosa - La Mansión,6D,Directa Centro,Flota Nueva Villa,6606.29298834858
253,Origen-Destino,080 V-O,Villa Hermosa - La Mansión-Directa Oriental,6D,Directa Centro,Flota Nueva Villa,5369.78043870272
254,Origen-Destino,81,Villa Hermosa - Derecho,6D,Directa Centro,Flota Nueva Villa,5660.60079535201
255,Origen-Destino,082 V-LA,Villa Hermosa - Los Ángeles,6D,Directa Centro,Flota Nueva Villa,5869.08160043604
256,Origen-Destino,082 V-LAD,Villa Hermosa - Los Ángeles - Directa,6D,Directa Centro,Flota Nueva Villa,5497.56598278571
257,Origen-Destino,85,La Honda,6D,Directa Centro,Cootracovi,6815.60166734653
258,Origen-Destino,55,El Pinar,6E,Directa Centro,Cootranscol,11206.3531842382
259,Origen-Destino,055P,El Pinar Periférica,6E,Directa Centro,Cootranscol,2118.90062876992
260,Origen-Destino,56,La Esperanza,6E,Directa Centro,Cootranscol,8515.98100186703
261,Origen-Destino,57,Bello Oriente,6E,Directa Centro,Coopetransa,14406.357106597
262,Origen-Destino,60,Santo Domingo,6E,Directa Centro,Cootranscol,7019.73937224091
267,Origen-Destino,90,Pinal,6F,Directa Centro,Copatra,7144.04645732539
268,Origen-Destino,91,Alcázares de Sucre,6F,Directa Centro,Copatra,7686.78726465109
269,Origen-Destino,91,Llanadas,6F,Directa Centro,Copatra,3575.10194293245
270,Origen-Destino,091F,El Faro,6F,Directa Centro,Copatra,5712.02546057545
263,Origen-Destino,69,El Jardín,6E,Directa Centro,Coopetransa ,7458.91132022999
264,Origen-Destino,87,Pinar Torres,6F,Directa Centro,Cootranspinal,4356.08885900377
265,Origen-Destino,087 Horario Esp,Pinar Torres horario esp,6F,Directa Centro,Cootranspinal,6830.44108481449
266,Origen-Destino,88,Pinar Torres,6F,Directa Centro,Cootranspinal,5717.5825293473
244,Origen-Destino,031 P-SD,Popular Centro San Diego,6C,Directa Centro,Expreso Campo Valdés,11868.8512750503
246,Origen-Destino,37 - 39,Hueco,6C,Directa Centro,Autocol,8179.63435436087
247,Origen-Destino,37 - 39,Ferrocarril Minorista,6C,Directa Centro,Autocol,10092.5206257883
248,Origen-Destino,37 - 39,Villanueva,6C,Directa Centro,Autocol,8114.87411987054
249,Origen-Destino,51-52 CV-C,Campo Valdés Centro,6C,Directa Centro,Expreso Campo Valdés,6467.81246545944
250,Origen-Destino,51-52 CV-SD,Campo Valdés San Diego,6C,Directa Centro,Expreso Campo Valdés,7618.30262777946
288,Origen-Destino,94,Santa Lucía,6H,Directa Centro,Copatra,6269.25842700599
289,Origen-Destino,95,Perlas,6H,Directa Centro,Copatra,6682.62154935065
290,Origen-Destino,95,Perlas Minorista,6H,Directa Centro,Copatra,7164.542218356
291,Origen-Destino,95,Villatina  ,6H,Directa Centro,Copatra,6230.28149325924
292,Origen-Destino,95,Villatina Minorista,6H,Directa Centro,Copatra,6712.2021622646
293,Origen-Destino,103,Sierra Minorista,6H,Directa Centro,Cootransi,12123.0639867501
294,Origen-Destino,103,Mirlas,6H,Directa Centro,Cootransi,9133.53964866016
295,Origen-Destino,103,Mirlas Minorista,6H,Directa Centro,Cootransi,12199.1825972274
296,Origen-Destino,107,Perlas,6H,Directa Centro,Cootransvi,5251.8389616868
300,Origen-Destino,190,Laureles Parque,8A,Directa Centro,Autobuses Poblado Laureles,8962.18995961927
301,Origen-Destino,191,Laureles Éxito,8A,Directa Centro,Autobuses Poblado Laureles,11268.3201116933
302,Origen-Destino,192,Laureles Nogal # 1,8A,Directa Centro,Autobuses Poblado Laureles,7508.65304559935
297,Origen-Destino,107,San Antonio-Minorista,6H,Directa Centro,Cootransvi,6800.23711095943
298,Origen-Destino,107,Ratón Pelao,6H,Directa Centro,Cootransvi,4935.77393706912
299,Origen-Destino,107,San Antonio,6H,Directa Centro,Cootransvi,5972.85699203751
271,Origen-Destino,091V,Villa Mercedes,6F,Directa Centro,Copatra,6061.36686160321
272,Origen-Destino,105,Golondrinas,6F,Directa Centro,Cootransmallat,4893.33326158138
273,Origen-Destino,105,Golondrinas - Minorista,6F,Directa Centro,Cootransmallat,4865.81652691443
274,Origen-Destino,105,Golondrinas horario especial,6F,Directa Centro,Cootransmallat,10870.8006563818
275,Origen-Destino,105,Golondrinas horario nocturno,6F,Directa Centro,Cootransmallat,3927.11526381515
276,Origen-Destino,105,Villa Mercedes,6F,Directa Centro,Cootransmallat,5726.25327303972
277,Origen-Destino,106,Tres Esquinas,6F,Directa Centro,Cootransmallat,4217.55143658987
278,Origen-Destino,106,Tres Esquinas - Minorista,6F,Directa Centro,Cootransmallat,7834.70099250852
279,Origen-Destino,106,Tres Esquinas horario especial,6F,Directa Centro,Cootransmallat,2490.51244281198
280,Origen-Destino,98 Directa 3,Santa Elena-Las Brisas-Medellín,6G,Directa No Centro,Transacoop,20013.9946928936
281,Origen-Destino,98 Directa 4,Santa Elena-Perico-Las Brisas-Medellín,6G,Directa No Centro,Transacoop,28814.0790233747
282,Origen-Destino,98 Directa 6,Santa Elena-Piedras Blancas-Medellín,6G,Directa No Centro,Transacoop,57137.9418266365
283,Origen-Destino,98 Directa 8,Santa Elena-El Cerro-Las Brisas-Medellín,6G,Directa No Centro,Transacoop,27334.1779897454
284,Origen-Destino,98 Directa 9,Santa Elena-Piedras Blancas-Las Brisas-Medellín,6G,Directa No Centro,Transacoop,57137.9418266365
285,Origen-Destino,93,Caicedo La Toma,6H,Directa Centro,Copatra,5484.43864509278
286,Origen-Destino,93,Caicedo,6H,Directa Centro,Copatra,5739.10278356622
287,Origen-Destino,93,Caicedo La Toma Minorista,6H,Directa Centro,Copatra,6707.26405344808
303,Origen-Destino,193,Laureles Nogal # 2,8A,Directa Centro,Autobuses Poblado Laureles,9843.86598451204
304,Origen-Destino,193i,Estadio-Bolivariana-Laureles,8A,Integrada,Autobuses Poblado Laureles,3276.21280166804
305,Origen-Destino,193ii,Estadio-Laureles Santa Teresita,8A,Integrada,Autobuses Poblado Laureles,5061.16267128293
306,Origen-Destino,195,Simón Bolívar-Unicentro-Centro,8A,Directa Centro,Tax Maya,10543.2400576805
316,Origen-Destino,202i,El Morro-Travesías-Corazón-Santa Lucía,8A,Integrada,Conducciones América,5739.87929730239
317,Origen-Destino,203 Corazón,Corazón-Oriental,8A,Directa Centro,Conducciones América,9476.3544429099
318,Origen-Destino,220,San Javier-Eduardo Santos-Oriental,8A,Directa Centro,Conducciones América,8371.53175711794
319,Origen-Destino,221A,San Javier Derecho-La Caseta-Oriental,8A,Directa Centro,Conducciones América,7865.81260012031
320,Origen-Destino,221B,San Javier Derecho-Cuatro Esquinas-Oriental,8A,Directa Centro,Conducciones América,7854.84876162107
321,Origen-Destino,221i,Villa Laura-San Javier,8A,Integrada,Conducciones América,3342.56619585217
322,Origen-Destino,222,San Javier Niza - Oriental,8A,Directa Centro,Conducciones América,9221.89033162516
323,Origen-Destino,223,San Javier La Loma-Minorista,8A,Directa Centro,Conducciones América,12572.1778527927
324,Origen-Destino,225i-1,20 de Julio,8A,Integrada,Metrosan,1459.70895880025
334,Origen-Destino,240,Floresta Estadio-Oriental,8A,Directa Centro,Conducciones América,10415.2721290659
335,Origen-Destino,242,La Divisa,8A,Directa Centro,Coonatra,8527.64156667758
336,Origen-Destino,242,La Quiebra,8A,Directa Centro,Coonatra,7511.8512149237
325,Origen-Destino,225i-2,Colinas,8A,Integrada,Metrosan,1689.83407836899
326,Origen-Destino,226i,Salado,8A,Integrada,Metrosan,1838.61243142733
327,Origen-Destino,226i-D,Depósito,8A,Integrada,Metrosan,1859.46440689669
328,Origen-Destino,227i-1,Quintas,8A,Integrada,Metrosan,2490.47743694042
329,Origen-Destino,227i-A,Peñitas,8A,Integrada,Metrosan,2535.57611977219
330,Origen-Destino,227i-B,Gabriela,8A,Integrada,Metrosan,1619.6561391031
331,Origen-Destino,227iB-2,Socorro,8A,Integrada,Metrosan,1378.35133232368
332,Origen-Destino,227i-C,Caseta,8A,Integrada,Metrosan,2265.73420478175
333,Origen-Destino,228i,Conquistadores,8A,Integrada,Metrosan,1840.23537458034
307,Origen-Destino,195i,Simón Bolívar-Unicentro-estación Santa Lucía,8A,Integrada,Tax Maya,6670.40479854899
309,Origen-Destino,200,Barrio Cristóbal-Oriental,8A,Directa Centro,Conducciones América,7078.80797463656
310,Origen-Destino,201,Éxito Corazón,8A,Directa Centro,Conducciones América,10368.5845244481
311,Origen-Destino,201,Éxito Corazón,8A,Directa Centro,Conducciones América,9583.15942921517
312,Origen-Destino,201B,Corazón-Plaza Minorista,8A,Directa Centro,Conducciones América,10098.105444996
1921,Origen-Destino,195ii,Laureles Campestre-estación Santa Lucía - estación Floresta,8A,Integrada,Tax Maya,3934.04975183234
314,Origen-Destino,201i,Los Tanques-El Volcán-El Corazón-San Javier,8A,Integrada,Conducciones América,5337.92332044749
315,Origen-Destino,202,Santa Mónica-Oriental,8A,Directa Centro,Conducciones América,8503.36357358258
1922,Destino-Origen,195ii,Laureles Campestre-estación Santa Lucía - estación Floresta,8A,Integrada,Tax Maya,4073.82437750245
351,Destino-Origen,C6-002,Villa Hermosa - Hospital,,Alimentadora,Sistema Alimentador Oriental S.A.S.,8369.23028994565
352,Destino-Origen,C6-003,Campo Valdés - Hospital,,Alimentadora,Sistema Alimentador Oriental S.A.S.,3908.00661402656
353,Destino-Origen,C6-004,La Milagrosa - Exposiciones,,Alimentadora,Sistema Alimentador Oriental S.A.S.,7177.33425668082
354,Destino-Origen,C6-005,Cerros el Vergel - San José,,Alimentadora,Sistema Alimentador Oriental S.A.S.,5080.69869964926
355,Destino-Origen,C6-005A,Quinta Linda - San José,,Alimentadora,Sistema Alimentador Oriental S.A.S.,5113.79306572733
356,Destino-Origen,C6-006,Villa Liliam - Alejandro Echavarría,,Alimentadora,Sistema Alimentador Oriental S.A.S.,2310.87685118301
357,Destino-Origen,C6-007,Buenos Aires - San Antonio,,Alimentadora,Sistema Alimentador Oriental S.A.S.,4012.76476802078
358,Destino-Origen,C6-008,La Libertad - Prado,,Alimentadora,Sistema Alimentador Oriental S.A.S.,5193.20439727948
359,Destino-Origen,C6-009,Enciso - Prado,,Alimentadora,Sistema Alimentador Oriental S.A.S.,5192.46508638143
360,Destino-Origen,C6-010A,Villatina - Alejandro Echavarría,,Alimentadora,Sistema Alimentador Oriental S.A.S.,2633.19460978444
367,Destino-Origen,C6-018,Santa Cecilia - Tricentenario,,Alimentadora,Sistema Alimentador Oriental S.A.S.,3880.31575942361
368,Destino-Origen,C6-019,El Raizal - Jardín - Gardel,,Alimentadora,Sistema Alimentador Oriental S.A.S.,1987.18473701089
369,Destino-Origen,C6-019A,El Raizal - Jardín - Gardel,,Alimentadora,Sistema Alimentador Oriental S.A.S.,2546.99961553602
370,Destino-Origen,C6-020,San José de la Cima - Universidad,,Alimentadora,Sistema Alimentador Oriental S.A.S.,4861.11575430116
371,Destino-Origen,C6-021,Granizal - Tricentenario,,Alimentadora,Sistema Alimentador Oriental S.A.S.,4349.20628894992
361,Destino-Origen,C6-010,Villatina - Parque Berrío,,Alimentadora,Sistema Alimentador Oriental S.A.S.,6562.62035442922
362,Destino-Origen,C6-011,Popular N° 2 - El Playón - Acevedo,,Alimentadora,Sistema Alimentador Oriental S.A.S.,2053.29206284977
363,Destino-Origen,C6-012,La Francia - Acevedo,,Alimentadora,Sistema Alimentador Oriental S.A.S.,1959.42688704489
364,Destino-Origen,C6-013,Popular N° 1 - Tricentenario,,Alimentadora,Sistema Alimentador Oriental S.A.S.,4133.74727089137
366,Destino-Origen,C6-016,Nuevo Horizonte - Hospital,,Alimentadora,Sistema Alimentador Oriental S.A.S.,16138.726979472
337,Origen-Destino,243,La Divisa,8A,Directa Centro,Coonatra,10873.0455046392
338,Origen-Destino,243,La Quiebra,8A,Directa Centro,Coonatra,12780.6717331448
339,Origen-Destino,243i,Floresta,8A,Integrada,Coonatra,3968.4514344116
340,Origen-Destino,243iD,Floresta Directa,8A,Integrada,Coonatra,2357.04311513481
341,Origen-Destino,311i,Calasanz integrada,8A,Integrada,Coonatra,5982.56887428142
342,Origen-Destino,311i,Calasanz directo integrada,8A,Integrada,Coonatra,5214.45974235939
343,Origen-Destino,C23,San Cristóbal-San Javier-La Loma-Centro,8A,Directa Centro,Tax Maya,14842.1663162497
344,Origen-Destino,C23i,San Cristóbal-estación San Javier,8A,Integrada,Tax Maya,9268.35731303158
346,Origen-Destino,C23i,El Patio-estación San Javier,8A,Integrada,Tax Maya,10704.9151146525
347,Origen-Destino,C23i,La Palma-estación San Javier,8A,Integrada,Tax Maya,10152.9861021988
348,Origen-Destino,C23i,Pedregal Bajo-estación San Javier,8A,Integrada,Tax Maya,9193.6142828259
345,Origen-Destino,C23i,La Asomadera-estación San Javier,8A,Integrada,Tax Maya,5344.05846341233
349,Origen-Destino,C23i,San Cristóbal-Calle Negra-estación Aurora,8A,Integrada,Tax Maya,6565.01478042446
372,Destino-Origen,C6-022,La Cruz - Prado,,Alimentadora,Sistema Alimentador Oriental S.A.S.,6860.00987117724
373,Destino-Origen,C6-023,Santa Lucía - 8 de Marzo - Estación Alejandro Echavarría,,Alimentadora,Sistema Alimentador Oriental S.A.S.,2415.28012884984
374,Destino-Origen,C6-024,8 de Marzo - Santa Lucía - Estación Alejandro Echavarría,,Alimentadora,Sistema Alimentador Oriental S.A.S.,2523.09521387391
375,Destino-Origen,C6-025,La Espadera - 8 de Marzo - Oriente,,Alimentadora,Sistema Alimentador Oriental S.A.S.,3211.73997566514
389,Destino-Origen,C3-008,Rosales - Belén Rincón,,Alimentadora,Masivo de Occidente,4235.51108676963
390,Destino-Origen,303,Circular derecha 303,Circular Derecha 303,Circular,Coonatra,13051.9828724882
391,Destino-Origen,286,Circular 286,Circular 286,Circular,Combuses,5016.91568699238
392,Destino-Origen,302,Circular izquierda 302,Circular Izquierda 302,Circular,Autobuses Poblado Laureles,6468.54271133503
393,Destino-Origen,313,Terminal del Norte-Terminal del Sur,Circular 313,Circular,Combuses,10788.4917263298
394,Destino-Origen,300,Circular,"Circular Coonatra 300, 301, 310, 311",Circular,Coonatra,18621.2000925128
395,Destino-Origen,301,Circular,"Circular Coonatra 300, 301, 310, 311",Circular,Coonatra,8871.37632841281
396,Destino-Origen,310,Circular,"Circular Coonatra 300, 301, 310, 311",Circular,Coonatra,11124.8135061126
397,Destino-Origen,311,Circular,"Circular Coonatra 300, 301, 310, 311",Circular,Coonatra,14142.8513554291
398,Destino-Origen,304,Comercial Hotelera derecha,"Circular 304, 305, 308, 308D, 309, 309D",Circular,Invetrans,28036.2130373537
399,Destino-Origen,305,Comercial Hotelera izquierda,"Circular 304, 305, 308, 308D, 309, 309D",Circular,Invetrans,7608.13314195798
400,Destino-Origen,308,Ruta de la Salud derecha,"Circular 304, 305, 308, 308D, 309, 309D",Circular,Coinvetrans,14953.7533137613
401,Destino-Origen,308D,Ruta de la Salud derecha directa,"Circular 304, 305, 308, 308D, 309, 309D",Circular,Coinvetrans,12934.7211777722
402,Destino-Origen,309,Ruta de la Salud izquierda,"Circular 304, 305, 308, 308D, 309, 309D",Circular,Coinvetrans,8937.61559981245
403,Destino-Origen,309D,Ruta de la Salud izquierda directa,"Circular 304, 305, 308, 308D, 309, 309D",Circular,Coinvetrans,7430.53617953768
404,Destino-Origen,315,Circular 315,Circular 315 Y 316,Circular,Santra,9330.97192587379
405,Destino-Origen,316,Circular 316,Circular 315 Y 316,Circular,Santra,7874.15311107049
376,Destino-Origen,C3-001,Santa Gema - La Mota - Aguacatala,,Alimentadora,Masivo de Occidente,7042.68213449668
377,Destino-Origen,C3-001A,Santa Gema - La Mota - Aguacatala,,Alimentadora,Masivo de Occidente,5005.90358005587
378,Destino-Origen,C3-002,Aguacatala - Bulerías,,Alimentadora,Masivo de Occidente,7218.57904955302
379,Destino-Origen,C3-003P,Belén - Piscina - Aula Ambiental,,Alimentadora,Masivo de Occidente,9743.99714288164
381,Destino-Origen,C3-003RV,Ruta Alimentadora - Cuenca 3,,Alimentadora,Masivo de Occidente,5428.99410243374
382,Destino-Origen,C3-003,Belén - Manzanillo,,Alimentadora,Masivo de Occidente,5942.46285443594
383,Destino-Origen,C3-004,Belén Altavista - Los Alpes,,Alimentadora,Masivo de Occidente,6327.11419877732
384,Destino-Origen,C3-005,Belén Aguas Frías - U de M,,Alimentadora,Masivo de Occidente,5604.933801801
385,Destino-Origen,C3-006,Las Violetas - Villa Café - U de M,,Alimentadora,Masivo de Occidente,2040.07317802194
386,Destino-Origen,C3-006A,Ruta Alimentadora - Cuenca 3,,Alimentadora,Masivo de Occidente,1471.88824809296
387,Destino-Origen,C3-007,Loma de los Bernal - La Palma,,Alimentadora,Masivo de Occidente,5703.96294937116
388,Destino-Origen,C3-007A,Loma de los Bernal - Aliadas - La Palma,,Alimentadora,Masivo de Occidente,3123.69611376402
414,Destino-Origen,317 2-1,San Antonio de Prado El Limonar,,Directa Centro,Cootrasana,21556.7729581954
415,Destino-Origen,317 Aguacatala,317 Aguacatala,,Integrada,Cootrasana,12384.1877770638
416,Destino-Origen,317 2-1,San Antonio de Prado El Limonar-La Florida,,Directa Centro,Cootrasana,23427.3610925844
417,Destino-Origen,317 2-1,San Antonio de Prado El Limonar-Pradito,,Directa Centro,Cootrasana,27526.8061751485
418,Destino-Origen,318i,San Antonio de Prado estación Sabaneta,,Integrada,Cootrasana,16645.5466934878
419,Destino-Origen,318ii,San Antonio de Prado estación La Estrella,,Integrada,Cootrasana,6861.85335771965
420,Destino-Origen,318B,San Antonio de Prado,,Directa Centro,Cootrasana,18570.8689634528
421,Destino-Origen,318B,San Antonio de Prado bus Barichara-Limonar,,Directa Centro,Cootrasana,31271.514897965
422,Destino-Origen,318B,San Antonio de Prado bus La Verde-Los Rieles,,Directa Centro,Cootrasana,18570.8689634528
423,Destino-Origen,318M,San Antonio de Prado micro,,Directa Centro,Cootrasana,20499.020370128
424,Destino-Origen,319B,San Antonio de Prado,,Directa Centro,Cootrasana,20440.2188543073
427,Destino-Origen,319i,San Antonio de Prado El Vergel estación Sabaneta,,Integrada,Cootrasana,7910.39657080282
428,Destino-Origen,Ruta 1,Barichara - Pradito,,Directa No Centro,Cootrasana,4534.54785940272
429,Destino-Origen,Ruta 10,Integrada El Vergel,,Directa No Centro,Cootrasana,2938.05191491197
430,Destino-Origen,Ruta 11,Villa Loma,,Directa No Centro,Cootrasana,1804.4387468639
431,Destino-Origen,Ruta 12,El Salado,,Directa No Centro,Cootrasana,5704.01528786566
425,Destino-Origen,319B,San Antonio de Prado El Vergel-Naranjito bus,,Directa Centro,Cootrasana,22580.3723903665
426,Destino-Origen,319M,San Antonio de Prado El Vergel micro,,Directa Centro,Cootrasana,20579.5455841589
407,Destino-Origen,140,Guayabal Cristo Rey N°1,,Directa Centro,Translamaya,7136.76767944647
408,Destino-Origen,141,Guayabal La Raya,,Directa Centro,Translamaya,11294.68960104
409,Destino-Origen,142,Guayabal Viviendas del Sur,,Directa Centro,Translamaya,10222.1013376001
410,Destino-Origen,143,La Colinita,,Directa,Translamaya,9969.24891617559
411,Destino-Origen,143i,Aeropuerto Terminal del Sur-Mota-Metro,,Integrada,Translamaya,10986.8905998442
412,Destino-Origen,317i,Limonar estación Itagüí,,Integrada,Cootrasana,8911.63638508371
413,Destino-Origen,317 1-2,San Antonio de Prado El Limonar,,Directa Centro,Cootrasana,21929.4637439241
432,Destino-Origen,Ruta 13,Montañita,,Directa No Centro,Cootrasana,4845.45747421551
433,Destino-Origen,160,Trinidad-Parque Berrío,,Directa Centro,Coometropol,6924.05405733562
434,Destino-Origen,160i,Terminal del Sur estación Industriales,,Integrada,Coometropol,2866.21976862457
435,Destino-Origen,161,Trinidad-Parque Berrío-Minorista,,Directa Centro,Coometropol,7091.0799252191
436,Destino-Origen,Ruta 2,Pradito - Barichara,,Directa No Centro,Cootrasana,5389.58842707696
437,Destino-Origen,Ruta 3,Pradito - Vergel,,Directa No Centro,Cootrasana,4464.25031649477
452,Destino-Origen,246ii,Blanquizal integrada,2A,Integrada,Cootransblan,4394.6696047523
453,Destino-Origen,250AiP,Pajarito integrada,2A,Integrada,Palenque Robledal,1819.50333289597
454,Destino-Origen,250Aii,Tulipanes La Huerta integrada,2A,Integrada,Palenque Robledal,2783.24460853841
455,Destino-Origen,250R,Robledales,2A,Directa Centro,Palenque Robledal,9632.4207941091
456,Destino-Origen,250iVF,Villa Flora integrada,2A,Integrada,Palenque Robledal,6138.07822329552
457,Destino-Origen,250iR,Robledal integrada,2A,Integrada,Palenque Robledal,8440.51797257304
460,Destino-Origen,250M,Moravia,2A,Integrada,Palenque Robledal,10882.8284856799
461,Destino-Origen,250AP,Pajarito,2A,Directa Centro,Palenque Robledal,13261.6441317
462,Destino-Origen,251,Margaritas,2A,Directa Centro,Palenque Robledal,10221.6943229068
458,Destino-Origen,250VF,Robledo Villa Flora,2A,Directa Centro,Palenque Robledal,9704.9698257595
459,Destino-Origen,250AH,La Huerta,2A,Directa Centro,Palenque Robledal,11059.4711552157
438,Destino-Origen,Ruta 4,Vergel - Pradito,,Directa No Centro,Cootrasana,4154.68150675707
439,Destino-Origen,Ruta 5,Florida A,,Directa No Centro,Cootrasana,4434.34800774046
440,Destino-Origen,Ruta 6,Veredal,,Directa No Centro,Cootrasana,940.487162249129
441,Destino-Origen,Ruta 7,Naranjitos,,Directa No Centro,Cootrasana,4783.74049402133
442,Destino-Origen,Ruta 8VC,La Verde - Las Camelias,,Directa No Centro,Cootrasana,1249.58315037955
443,Destino-Origen,Ruta 8VR,La Verde - Los Rieles,,Directa No Centro,Cootrasana,834.010841853498
444,Destino-Origen,Ruta 9,Horizontes,,Directa No Centro,Cootrasana,2567.84156476114
445,Destino-Origen,246,Blanquizal,2A,Directa Centro,Cootransblan,8202.75863188318
447,Destino-Origen,246D,Blanquizal Calazanía directa,2A,Directa Centro,Cootransblan,9147.01839554075
1281,Origen-Destino,85,La Cruz,6D,Directa Centro,,7918.53610158688
449,Destino-Origen,246C,Blanquizal Calazanía,2A,Directa Centro,Cootransblan,7372.11416769774
451,Destino-Origen,246i,Blanquizal integrada,2A,Integrada,Cootransblan,5074.22819252286
669,Destino-Origen,221B,San Javier Derecho-Cuatro Esquinas-Oriental,8A,Directa Centro,Conducciones América,8794.68653231724
670,Destino-Origen,221i,Villa Laura-San Javier,8A,Integrada,Conducciones América,3332.13782799096
671,Destino-Origen,222,San Javier Niza - Oriental,8A,Directa Centro,Conducciones América,11602.7035523114
516,Destino-Origen,Anillo 1 Carrera 65,Carabobo - Av. de Greiff,2B,Directa Centro,Transporte Medellín Castilla,8389.62505491771
517,Destino-Origen,Anillo 3AH Carrera 65,Alpujarra - Oriental sentido antihorario,2B,Directa Centro,Transporte Medellín Castilla,8869.37962503172
518,Destino-Origen,Anillo 3H Carrera 65,Alpujarra - Oriental sentido horario,2B,Directa Centro,Transporte Medellín Castilla,10228.6881030247
564,Destino-Origen,099 Horario Esp,Cerros de Quintalinda,6A,Directa Centro,Coopcerquin,8582.4004581406
566,Destino-Origen,102,Ávila-Iglesia Cataluña,6A,Directa Centro,Cootranscataluña,8004.73031079679
612,Destino-Origen,69,El Jardín,6E,Directa Centro,Coopetransa ,8726.96953554674
613,Destino-Origen,87,Pinar Torres,6F,Directa Centro,Cootranspinal,7228.20315947322
614,Destino-Origen,087 Horario Esp,Pinar Torres horario esp,6F,Directa Centro,Cootranspinal,6250.17301882047
615,Destino-Origen,88,Pinar Torres,6F,Directa Centro,Cootranspinal,6274.7755066238
672,Destino-Origen,223,San Javier La Loma-Minorista,8A,Directa Centro,Conducciones América,11379.8015291141
673,Destino-Origen,225i-1,20 de Julio,8A,Integrada,Metrosan,1625.61891778234
674,Destino-Origen,225i-2,Colinas,8A,Integrada,Metrosan,1804.83773844551
675,Destino-Origen,226i,Salado,8A,Integrada,Metrosan,2202.23897659981
676,Destino-Origen,226i-D,Depósito,8A,Integrada,Metrosan,2200.37444003809
519,Destino-Origen,Anillo 3H Carrera 65 Horario Esp,Alpujarra - Oriental sentido horario,2B,Directa Centro,Transporte Medellín Castilla,11890.8574064629
520,Destino-Origen,Anillo F1 Carrera 65,Av. Greiff - Puente Horacio Toro,2B,Directa Centro,Transporte Medellín Castilla,8626.7533947329
521,Destino-Origen,Anillo F2 Carrera 65,Av. Regional - San Diego,2B,Directa Centro,Transporte Medellín Castilla,11626.5050984239
